RQ000001,"{'-汽油-115-MT-两驱': '4650x1835x1715,1735'}"
RQ032532,"{'1.3-汽油-73-MT-两驱': '5310x1730,1690,1810,1770x2550,2580'}"
RQ032533,{'1.3-汽油-73-MT-两驱': '4180x1695x1875'}
RQ032534,"{'1.3-汽油-68.5-MT-两驱': '3885,3945x1695x1635,1685'}"
RQ032535,"{'1.3-汽油-68.5-MT-两驱': '3885x1695x1635,1685'}"
RQ032536,"{'1.3-汽油-63-MT-两驱': '5335x1720,1725x2400,2550'}"
RQ032537,"{'1.3-汽油-61-MT-两驱': '4790,4870,5170,5250,5050,5300,5400x1670,1700x2500,2455,2555'}"
RQ032538,"{'1.3-汽油-61-MT-两驱': '4790,4870,5170,5250x1670,1700x2500'}"
RQ032539,"{'1.3-汽油-73-MT-两驱': '5230x1780,1730x2070'}"
RQ032540,{'1.3-汽油-73-MT-两驱': '5230x1780x2070'}
RQ032541,"{'1.3-汽油-60-MT-两驱': '4545,4650x1690,1700x2590'}"
RQ032542,{'1.3-汽油-60-MT-两驱': '4545x1690x2590'}
RQ032543,"{'1.4-汽油-74-MT-两驱': '3800,3840x1700,1735x1680,1710'}"
RQ032544,"{'1.3-汽油-60-MT-两驱': '3860x1500,1580x1900'}"
RQ032545,{'1.3-汽油-60.5-MT-两驱': '3905x1635x2095'}
RQ032546,{'1.3-汽油-67-AMT-两驱': '3775x1620x1430'}
RQ032547,{'1.3-汽油-58-MT-两驱': '5030x1712x2510'}
RQ032548,{'1.3-汽油-63-MT-两驱': '3525x1650x1550'}
RQ032549,"{'1.3-汽油-60.5-MT-两驱': '3935,4135x1635x1950,2100'}"
RQ032550,{'1.3-汽油-69-MT-两驱': '4580x1615x1892'}
RQ032551,{'1.3-汽油-63-AT-两驱': '3598x1630x1465'}
RQ032552,{'1.3-汽油-67-MT-两驱': '4155x1645x1435'}
RQ032553,{'1.3-汽油-73-AT-两驱': '3900x1695x1525'}
RQ032554,{'1.3-汽油-70-MT-两驱': '4277x1703x1490'}
RQ032555,{'1.3-汽油-101-MT-两驱': '4692x1805x1500'}
RQ032556,"{'1.3-汽油-64-MT-两驱': '5110,4985,4790x1670,1610,1750x2080'}"
RQ032557,"{'1.3-汽油-64-MT-两驱': '5205,5080x1670,1610,1750x2080'}"
RQ032558,"{'1.3-汽油-64-MT-两驱': '5205,5080x1670,1610x2080'}"
RQ032559,{'1.4-汽油-73.3-MT-两驱': '4400x1740x1460'}
RQ032560,{'1.3-汽油-63-MT-两驱': '4270x1695x1480'}
RQ032561,"{'1.3-汽油-68-AMT-两驱': '3999,4018x1728x1517'}"
RQ032562,{'1.3-汽油-68-AMT-两驱': '3999x1728x1517'}
RQ032563,"{'1.4-汽油-110-DCT-两驱': '4255,4266x1799x1452'}"
RQ032564,"{'1.4-汽油-73-MT-两驱': '4525x1700x1783,1818'}"
RQ032565,{'1.4-汽油-105-MT-两驱': '4278x1774x1646'}
RQ032566,{'1.4-汽油-73-AT-两驱': '3715x1680x1600'}
RQ032567,{'1.4-汽油-70-MT-两驱': '3850x1510x1910'}
RQ032568,{'1.4--72-MT-两驱': '4500x1680x2000'}
RQ032569,{'1.4-汽油-74-AMT-两驱': '3970x1730x1615'}
RQ032570,"{'1.4-汽油-74-AMT-两驱': '3800,3840x1700,1735x1680,1710'}"
RQ032571,{'1.2-汽油-62.5-MT-两驱': '5030x1728x2060'}
RQ032572,{'1.2-汽油-62.5-MT-两驱': '4900x1770x2200'}
RQ032573,{'1.1-汽油-55-MT-两驱': '3436x1481x1875'}
RQ032574,{'1.2-汽油-59-MT-两驱': '4430x1626x1930'}
RQ032575,{'1.2-汽油-86-MT-两驱': '4503x1836x1610'}
RQ032576,"{'1.2-汽油-62.5-MT-两驱': '4740,4905x1660x2020'}"
RQ032577,{'1.1-汽油-60-MT-两驱': '3860x1570x1860'}
RQ032578,"{'1.1-汽油-55-MT-两驱': '3993,4015x1607x1908'}"
RQ032579,{'1.1-汽油-55-MT-两驱': '3993x1607x1908'}
RQ032580,{'1.2--63.5-MT-两驱': '4030x1636x1907'}
RQ032581,"{'1.2-汽油-59-MT-两驱': '3993,4015x1607x1908'}"
RQ032582,{'1.2-汽油-63.5-MT-两驱': '4030x1636x1907'}
RQ032583,"{'1.2-汽油-63-MT-两驱': '4690,5140x1680x2550'}"
RQ032584,{'1.2-汽油-63-MT-两驱': '4900x1770x2200'}
RQ032585,"{'1.2-汽油-63.5-MT-两驱': '4440x1670x1783,1855'}"
RQ032586,"{'1.2-汽油-63.5-MT-两驱': '4440x1700x1783,1855'}"
RQ032587,"{'1.2-汽油-60.5-MT-两驱': '3995,4035,4105x1620x1900'}"
RQ032588,{'1.2-汽油-63.5-MT-两驱': '4495x1636x1912'}
RQ032589,{'1.2--63.5-MT-两驱': '4030x1636x1907'}
RQ032590,{'1.2-汽油-60.5-MT-两驱': '4600x1610x2430'}
RQ032591,{'1.2-汽油-60.5-MT-两驱': '4490x1615x1900'}
RQ032592,"{'1.2-汽油-63-MT-两驱': '4740,5075x1660x2025'}"
RQ032593,{'1.2-汽油-64-MT-两驱': '3947x1690x1503'}
RQ032594,"{'1.2-汽油-63-MT-两驱': '4380,4455,4140,4170x1620,1560x2360,2460'}"
RQ032595,"{'1.2-汽油-63-MT-两驱': '4380,4455x1620x2360,2460'}"
RQ032596,{'1.2-汽油-60.3-MT-两驱': '4135x1660x1870'}
RQ032597,{'1.2-汽油-63-MT-两驱': '4780x1635x1850'}
RQ032598,"{'1.2-汽油-62.5-MT-两驱': '5040,5105x1728,1778x2600'}"
RQ032599,"{'1.2-汽油-62.5-MT-两驱': '5040x1728,1778x2600'}"
RQ032600,"{'1.2-汽油-60.5-MT-两驱': '4565,4695x1610x2355,2320'}"
RQ032601,"{'1.2-汽油-65-MT-两驱': '4305x1680x1750,1780'}"
RQ032602,{'1.2-汽油-64-MT-两驱': '4135x1590x1925'}
RQ032603,{'1.2-汽油-60.3-MT-两驱': '4135x1660x1870'}
RQ032604,"{'1.2-汽油-63-MT-两驱': '5240x1750x2450,2580,2160'}"
RQ032605,"{'1.2-汽油-63-MT-两驱': '5240x1750x2450,2580'}"
RQ032606,"{'1.2-汽油-60.3-MT-两驱': '4620x1710x1515,1535'}"
RQ032607,"{'1.2--65-MT-两驱': '5110,4910x1625,1725x2000'}"
RQ032608,"{'1.2-汽油-60.3-MT-两驱': '4575,4705x1595,1635x2380'}"
RQ032609,"{'1.2-汽油-60.3-MT-两驱': '4575,4705x1595x2380'}"
RQ032610,"{'1.2-汽油-63-MT-两驱': '3915,3940x1640x1845,1865'}"
RQ032611,{'1.2-汽油-65-MT-两驱': '4070x1560x2150'}
RQ032612,"{'1.2-汽油-65--': '4850,5435x1630x2325,2475'}"
RQ032613,"{'1.2-汽油-65--': '4850x1630x2325,2475'}"
RQ032614,"{'1.2-柴油-55-MT-两驱': '4645x1635x2455,2605'}"
RQ032615,{'1.2-汽油-65-MT-两驱': '3795x1560x1925'}
RQ032616,{'1.2-柴油-55-MT-两驱': '4638x1655x2285'}
RQ032617,"{'1.2-汽油-64-MT-两驱': '5225x1850x2585,2685'}"
RQ032618,"{'1.2-汽油-65-MT-两驱': '4620,5070,5270,4795,5110,5210,5360,5415,5560x1660,1750,1780x2415,2465,2565,2600'}"
RQ032619,"{'1.2-汽油-65-MT-两驱': '4620,5070,5270x1660,1750x2415,2465,2565,2600'}"
RQ032620,"{'1.2-汽油-65-MT-两驱': '4620,5070,5270x1660,1750x2415,2465,2565'}"
RQ032621,"{'1.2-汽油-65-MT-两驱': '4620,5070,5270x1660,1750x2415'}"
RQ032622,{'1.3-汽油-65-MT-两驱': '4565x1750x1955'}
RQ032623,{'1.2-汽油-65-MT-两驱': '5010x1600x2040'}
RQ032624,{'1.2-汽油-65-MT-两驱': '5060x1700x2040'}
RQ032625,{'1.2-汽油-65-MT-两驱': '5450x1800x2050'}
RQ032626,{'1.2-汽油-65-MT-两驱': '4070x1560x1910'}
RQ032627,{'1.3-汽油-61-MT-两驱': '3601x1587x1527'}
RQ032628,{'1.2-汽油-67-MT-两驱': '4198x1666x1933'}
RQ032629,{'1.2-汽油-72-MT-两驱': '3930x1540x1890'}
RQ032630,"{'1.2-汽油-72-MT-两驱': '4560,4360x1645x1870,1890'}"
RQ032631,"{'1.2--64-MT-两驱': '5120,5470x1800x2070'}"
RQ032632,{'1.2-汽油-72-MT-两驱': '3980x1620x1890'}
RQ032633,"{'1.2-汽油-64--': '4850,5435x1630x2325,2475'}"
RQ032634,"{'1.2-汽油-64--': '4850x1630x2325,2475'}"
RQ032635,"{'1.2-汽油-65-MT-两驱': '4080,4370x1520x1930'}"
RQ032636,"{'1.2--64-MT-两驱': '5185x1665,1735x2470'}"
RQ032637,"{'1.2-汽油-64-MT-两驱': '4760,4970x1640,1690x2500'}"
RQ032638,"{'1.2-汽油-64-MT-两驱': '4760x1640,1690x2500'}"
RQ032639,"{'1.2-汽油-64-MT-两驱': '4955,5185x1665,1735x2050'}"
RQ032640,"{'1.3--60-MT-两驱': '3995x1645,1735x1910'}"
RQ032641,"{'1.2-汽油-64-MT-两驱': '5200,5410x1750x2600'}"
RQ032642,"{'1.2-汽油-64-MT-两驱': '4945,5195x1735,1785x2050,2250,2420,2550'}"
RQ032643,"{'1.2-汽油-64-MT-两驱': '4945,5195x1735,1785x2250,2420,2550'}"
RQ032644,{'1.2-汽油-64-MT-两驱': '4760x1640x2500'}
RQ032645,"{'1.3-汽油-60.5-MT-两驱': '4800,5000,5200,5400x1660,1750x2050'}"
RQ032646,"{'1.3-汽油-60.5-MT-两驱': '4800,5000,5200,5400x1660x2050'}"
RQ032647,"{'1.3-汽油-60.5-MT-两驱': '4800,5000,5200x1660x2050'}"
RQ032648,"{'1.3-汽油-60.5-MT-两驱': '4800,5000x1660x2050'}"
RQ032649,{'1.3-汽油-60.5-MT-两驱': '4760x1640x2500'}
RQ032650,"{'1.3-汽油-60.5-MT-两驱': '4775,4880x1690,1700x2490'}"
RQ032651,{'1.3-汽油-60.5-MT-两驱': '4775x1690x2490'}
RQ032652,{'1.3-汽油-60-MT-两驱': '4390x1655x1935'}
RQ032653,"{'1.3-汽油-51-MT-两驱': '4735x1710x2490,2640'}"
RQ032654,"{'1.3-汽油-68-MT-两驱': '4360x1685x1820,1850'}"
RQ032655,{'1.3--65-MT-两驱': '4030x1635x1910'}
RQ032656,{'1.3-汽油-65-MT-两驱': '4120x1640x1695'}
RQ032657,{'1.3-汽油-63-MT-两驱': '3919x1745x1505'}
RQ032658,"{'1.3-汽油-73-MT-两驱': '5470x1965x2870,2750,2680'}"
RQ032659,"{'1.3-汽油-73-MT-两驱': '5230x1780x2500,2700'}"
RQ032660,"{'1.3-汽油-73-MT-两驱': '4950x1800,1780,1690x1980'}"
RQ032661,{'1.3-汽油-73-MT-两驱': '4950x1800x1980'}
RQ032662,{'1.3-汽油-68.5-MT-两驱': '4085x1560x1960'}
RQ032663,{'1.3-汽油-66.5-MT-两驱': '4015x1595x1900'}
RQ032664,"{'1.3-汽油-65-MT-两驱': '4810,5160,5410x1785x1990,2030'}"
RQ032665,"{'1.3-汽油-65-MT-两驱': '4810,5160,5410x1860x1990,2030'}"
RQ032666,"{'1.3-汽油-73-MT-两驱': '4950,5050x1780,1690,1730,1640x2030,2020,2070'}"
RQ032667,"{'1.3-汽油-73-MT-两驱': '4950,5050x1780,1690,1730,1640x2030,2020'}"
RQ032668,"{'1.3-汽油-73-MT-两驱': '4950x1780,1690x2030'}"
RQ032669,"{'1.3-汽油-73-MT-两驱': '5310x1730,1690,1810,1770x2550,2580'}"
RQ032670,{'1.3-汽油-60-MT-两驱': '4570x1690x2500'}
RQ032671,"{'1.3-汽油-60-MT-两驱': '3995x1645,1710x1910'}"
RQ032672,{'1.3-汽油-60.5-MT-两驱': '3905x1635x2095'}
RQ032673,{'1.3-汽油-67-CVT-两驱': '3775x1620x1430'}
RQ032674,{'1.3-汽油-58-MT-两驱': '5040x1712x2575'}
RQ032675,{'1.3-汽油-63-MT-两驱': '4080x1710x1475'}
RQ032676,{'1.3-汽油-69-MT-两驱': '4015x1595x1900'}
RQ032677,"{'1.3-汽油-67-MT-两驱': '3760,3840x1680,1720x1530,1560'}"
RQ032678,{'1.3-汽油-67-MT-两驱': '3760x1680x1530'}
RQ032679,{'1.3-汽油-73-MT-两驱': '3900x1695x1525'}
RQ032680,{'1.3-汽油-70-MT-两驱': '3826x1640x1460'}
RQ032681,{'1.3-汽油-101-MT-两驱': '4692x1805x1500'}
RQ032682,"{'1.3-汽油-64-MT-两驱': '4885x1630,1730x2460'}"
RQ032683,{'1.3-汽油-64-MT-两驱': '4885x1630x2460'}
RQ032684,{'1.3-汽油-64-MT-两驱': '4910x1630x2460'}
RQ032685,{'1.4-汽油-121-MT-两驱': '4415x1819x1625'}
RQ032686,{'1.4-汽油-88-MT-两驱': '4679x1850x1471'}
RQ032687,{'1.4-汽油-95.6-DCT-两驱': '4600x1780x1445'}
RQ032688,{'1.3-汽油-63-MT-两驱': '3905x1695x1480'}
RQ032689,{'1.4-汽油-110-DCT-两驱': '4319x1785x1441'}
RQ032690,{'1.4-汽油-74-MT-两驱': '4436x1720x1545'}
RQ032691,"{'1.4-汽油-70-MT-两驱': '4400x1528x1832,1884'}"
RQ032692,{'1.4-汽油-70-MT-两驱': '3850x1510x1910'}
RQ032693,{'1.4--72-MT-两驱': '4500x1680x2000'}
RQ032694,"{'1.4-汽油-74-MT-两驱': '4390x1725x1468,1490'}"
RQ032695,{'1.4-汽油-74-MT-两驱': '4390x1725x1468'}
RQ032696,"{'1.2-汽油-63.5-MT-两驱': '3885,3920,3877,3910x1600,1615x1860'}"
RQ032697,"{'1.2-汽油-63.5-MT-两驱': '3885,3920x1600x1860'}"
RQ032698,{'1.2-汽油-62.5-MT-两驱': '4905x1690x2020'}
RQ032699,{'1.1-汽油-45-MT-两驱': '4780x1580x2365'}
RQ032700,"{'1.1-汽油-45-MT-两驱': '4450x1510,1610x2410'}"
RQ032701,"{'1.1-汽油-45-MT-两驱': '4570,4970x1550,1650x2170,2340,2470'}"
RQ032702,"{'1.1--45-MT-两驱': '5020x1510,1610x2005'}"
RQ032703,{'1.2--62.5-MT-两驱': '4900x1770x2200'}
RQ032704,"{'1.1-汽油-45-MT-两驱': '4740,5075x1660x2025'}"
RQ032705,"{'1.1--45-MT-两驱': '4685,4885,5035x1525,1625x2010'}"
RQ032706,"{'1.1-汽油-40.5-MT-两驱': '4430,4780x1510,1610x1880'}"
RQ032707,"{'1.1-汽油-40.5-MT-两驱': '4430,4780x1510,1610x1850'}"
RQ032708,{'1.1-汽油-38.5-MT-两驱': '4565x1528x2440'}
RQ032709,"{'1.2-汽油-85-MT-两驱': '4630,4620x1775x1480'}"
RQ032710,{'1.2-汽油-85-MT-两驱': '4630x1775x1480'}
RQ032711,"{'1.2-汽油-62.5-MT-两驱': '4740,5075x1660x2025'}"
RQ032712,"{'1.1-汽油-60-MT-两驱': '3885,3920x1600x1860'}"
RQ032713,{'1.2--63-MT-两驱': '5140x1680x2550'}
RQ032714,{'1.2-汽油-63-MT-两驱': '5190x1750x2345'}
RQ032715,"{'1.2-汽油-63.5-MT-两驱': '4440x1670x1783,1855'}"
RQ032716,"{'1.2-汽油-63.5-MT-两驱': '4440x1700x1783,1855'}"
RQ032717,{'1.2-汽油-63.5-MT-两驱': '4030x1636x2157'}
RQ032718,{'1.2-汽油-60.5-MT-两驱': '4600x1610x2410'}
RQ032719,"{'1.2-汽油-64-MT-两驱': '4640,4670x1635x1945,2000'}"
RQ032720,"{'1.2-汽油-64-MT-两驱': '4640x1635x1945,2000'}"
RQ032721,{'1.2-汽油-60.5-MT-两驱': '4560x1610x1870'}
RQ032722,"{'1.2-汽油-63-MT-两驱': '4930,5090x1660x2035'}"
RQ032723,{'1.2-汽油-64-AMT-两驱': '3947x1690x1503'}
RQ032724,{'1.2-汽油-63-MT-两驱': '4140x1630x2360'}
RQ032725,"{'1.2-汽油-60.5-MT-两驱': '3995,4035,4105x1620x1900'}"
RQ032726,"{'1.2-汽油-60.5-MT-两驱': '3995,4035,4105x1620x1915'}"
RQ032727,{'1.2-汽油-63-MT-两驱': '4780x1635x2540'}
RQ032728,"{'1.2-汽油-62.5-MT-两驱': '5040x1712,1754,1762,1804x2575'}"
RQ032729,"{'1.2-汽油-63-MT-两驱': '4305x1680x1750,1780'}"
RQ032730,"{'1.2-汽油-63-MT-两驱': '5190x1730x2030,2005,1980'}"
RQ032731,"{'1.2-汽油-63-MT-两驱': '5190x1730x2030,2005'}"
RQ032732,{'1.2-汽油-63-MT-两驱': '5190x1730x2030'}
RQ032733,{'1.2-汽油-63-MT-两驱': '5190x1710x2110'}
RQ032734,"{'1.2--65-MT-两驱': '5200,4940x1625,1725x2000'}"
RQ032735,"{'1.2-汽油-60.3-MT-两驱': '4530,4570x1665x2418'}"
RQ032736,{'1.2-汽油-60.3-MT-两驱': '4570x1665x2418'}
RQ032737,{'1.2-汽油-63-MT-两驱': '4200x1680x1875'}
RQ032738,{'1.2--60.3-MT-两驱': '4135x1660x1870'}
RQ032739,"{'1.2-汽油-60.3-MT-两驱': '4575,4705x1615x2370'}"
RQ032740,"{'1.2-汽油-65-MT-两驱': '4730x1755,1655x1960'}"
RQ032741,"{'1.2-汽油-69-MT-两驱': '4365x1720x1770,1790'}"
RQ032742,{'1.2-柴油-55-MT-两驱': '3905x1635x1890'}
RQ032743,"{'1.2-柴油-55-MT-两驱': '4625x1635x1890,1960'}"
RQ032744,"{'1.2-柴油-55-MT-两驱': '4170,3970x1560x2150'}"
RQ032745,"{'1.2-汽油-64-MT-两驱': '5385x1780x2525,2625'}"
RQ032746,"{'1.2-汽油-64-MT-两驱': '5400,5050,5300x1700,1760x2515,2415,2485,2385'}"
RQ032747,"{'1.2-汽油-64-MT-两驱': '5400x1700x2515,2415'}"
RQ032748,"{'1.2-汽油-65-MT-两驱': '4620,5070,5270,4795,5110,5210,5360,5415,5560,5600x1660,1760,1790x2350,2450,2565,2600'}"
RQ032749,"{'1.2-汽油-65-MT-两驱': '4620,5070,5270x1660,1760x2350,2450,2565,2600'}"
RQ032750,"{'1.2-汽油-65-MT-两驱': '4620,5070,5270x1660,1760x2350,2450'}"
RQ032751,"{'1.2-汽油-65-MT-两驱': '5010x1600x2530,2630'}"
RQ032752,"{'1.2-汽油-65-MT-两驱': '5060x1700x2530,2630'}"
RQ032753,"{'1.2-汽油-65-MT-两驱': '5040,5400,5560x1700x2120'}"
RQ032754,"{'1.2-汽油-65-MT-两驱': '5090,5450,5250,5610x1760x2120'}"
RQ032755,"{'1.2-汽油-65-MT-两驱': '5090,5450x1760x2120'}"
RQ032756,"{'1.2-汽油-65-MT-两驱': '4040,4070x1560x1925,1910'}"
RQ032757,{'1.2-汽油-65-MT-两驱': '4040x1560x1925'}
RQ032758,{'1.2-汽油-67-MT-两驱': '4198x1666x1933'}
RQ032759,{'1.2-汽油-67-MT-两驱': '4030x1636x1907'}
RQ032760,"{'1.2-汽油-72-MT-两驱': '4660x1620x1870,1890'}"
RQ032761,"{'1.2--64-MT-两驱': '5150,5300x1800x2070'}"
RQ032762,{'1.2-汽油-72-MT-两驱': '3980x1620x1890'}
RQ032763,"{'1.2-汽油-64-MT-两驱': '4885,4795,4950,5370,5525,5720x1630,1670x2475,2325,2425,2575'}"
RQ032764,"{'1.2-汽油-64-MT-两驱': '4885x1630x2475,2325'}"
RQ032765,"{'1.2-汽油-64-MT-两驱': '5200,5410x1750x2620'}"
RQ032766,"{'1.2-汽油-64-MT-两驱': '4880,5130x1650,1680,1700,1730x1930,1980'}"
RQ032767,"{'1.2-汽油-64-MT-两驱': '4880,5130x1650,1680,1700,1730x1930'}"
RQ032768,{'1.2-汽油-64-MT-两驱': '4760x1640x2500'}
RQ032769,"{'1.3-汽油-60-MT-两驱': '4900,5250x1700x2560,2515,2615'}"
RQ032770,"{'1.3-汽油-60-MT-两驱': '4570,4650,5170,5250,4900x1670,1700x2560,2515,2615'}"
RQ032771,"{'1.3-汽油-60-MT-两驱': '4570,4650,5170,5250x1670,1700x2560'}"
RQ032772,{'1.3-汽油-60.5-MT-两驱': '4760x1640x2500'}
RQ032773,{'1.3-汽油-60.5-MT-两驱': '4030x1636x1907'}
RQ032774,"{'1.3-汽油-60.5-MT-两驱': '4860,4660x1635x2590'}"
RQ032775,"{'1.3-汽油-60.5-MT-两驱': '4560,4625x1670,1700x2140'}"
RQ032776,"{'1.3-汽油-60-MT-两驱': '3860x1500,1580x1900'}"
RQ032777,{'1.3-汽油-60.5-MT-两驱': '4070x1560x2105'}
RQ032778,{'1.3-汽油-65-MT-两驱': '4030x1635x1910'}
RQ032779,{'1.3-汽油-63-AT-两驱': '3919x1745x1505'}
RQ032780,"{'1.3-汽油-73-MT-两驱': '5270x1780x2500,2700'}"
RQ032781,{'1.3-汽油-60-MT-两驱': '3650x1547x1950'}
RQ032782,{'1.3-汽油-68.5-MT-两驱': '4085x1560x1960'}
RQ032783,"{'1.3-汽油-63-MT-两驱': '4025x1560x2093,1950'}"
RQ032784,"{'1.3-汽油-98-MT-两驱': '4520x1790x1750,1770'}"
RQ032785,{'1.3-汽油-60.5-MT-两驱': '4070x1560x2105'}
RQ032786,"{'1.3-汽油-61-MT-两驱': '4570,4650,5170,5250,4900x1670,1700x2500,2455,2555'}"
RQ032787,"{'1.3-汽油-61-MT-两驱': '4570,4650,5170,5250x1670,1700x2500'}"
RQ032788,"{'1.3-汽油-73-MT-两驱': '5050,5080x1780,1690,1730,1640x2025,2070,2020'}"
RQ032789,"{'1.3-汽油-73-MT-两驱': '5080x1780,1690x2025,2070'}"
RQ032790,"{'1.3-汽油-73-MT-两驱': '5080x1780,1690x2025'}"
RQ032791,{'1.3-汽油-60.5-MT-两驱': '3905x1635x2185'}
RQ032792,{'1.3-汽油-60-MT-两驱': '4545x1690x2590'}
RQ032793,{'1.3-汽油-60-MT-两驱': '3995x1645x2155'}
RQ032794,{'1.3-汽油-60-MT-两驱': '3940x1560x1940'}
RQ032795,{'1.3-汽油-58-MT-两驱': '4640x1602x2020'}
RQ032796,{'1.3-汽油-63-AT-两驱': '3525x1650x1755'}
RQ032797,{'1.3-汽油-63-MT-两驱': '4435x1710x1430'}
RQ032798,{'1.3-汽油-73-AT-两驱': '3900x1695x1525'}
RQ032799,{'1.3-汽油-73-AT-两驱': '3900x1695x1525'}
RQ032800,{'1.3-汽油-73-MT-两驱': '4155x1650x1445'}
RQ032801,{'1.3-汽油-101-AT-两驱': '4692x1805x1500'}
RQ032802,"{'1.3-汽油-64-MT-两驱': '4885x1670,1610,1750x2530'}"
RQ032803,"{'1.3-汽油-64-MT-两驱': '4885x1670,1610x2530'}"
RQ032804,"{'1.3-汽油-64-MT-两驱': '4910x1670,1610x2530'}"
RQ032805,{'1.4-汽油-121-DCT-两驱': '4415x1819x1625'}
RQ032806,{'1.4-汽油-95.6-DCT-两驱': '4600x1780x1445'}
RQ032807,"{'1.3-汽油-68-AMT-两驱': '3999,4018x1728x1517'}"
RQ032808,{'1.3-汽油-68-AMT-两驱': '3999x1728x1517'}
RQ032809,"{'1.4-汽油-74-MT-两驱': '4290x1720x1550,1600'}"
RQ032810,"{'1.4-汽油-70-MT-两驱': '4400x1670x1832,1884'}"
RQ032811,{'1.4-汽油-70-MT-两驱': '3855x1510x1910'}
RQ032812,"{'1.4-汽油-74-MT-两驱': '4390x1725x1468,1490'}"
RQ032813,{'1.4-汽油-74-MT-两驱': '4390x1725x1468'}
RQ032814,{'1.2-汽油-62.5-MT-两驱': '5075x1690x2025'}
RQ032815,"{'1.1-汽油-45-MT-两驱': '4340x1510,1610x2410'}"
RQ032816,"{'1.1-汽油-45-MT-两驱': '4480,4930x1510,1610x1840,1920'}"
RQ032817,"{'1.1-汽油-45-MT-两驱': '4480,4930x1510,1610x1840'}"
RQ032818,"{'1.1--45-MT-两驱': '5020x1510,1610x2005'}"
RQ032819,{'1.2-汽油-62.5-MT-两驱': '5190x1750x2345'}
RQ032820,"{'1.1-汽油-45-MT-两驱': '4930,5090x1660x2035'}"
RQ032821,"{'1.1--45-MT-两驱': '4290,4690x1670x2410'}"
RQ032822,"{'1.1-汽油-45-MT-两驱': '4370,4570,4470,4670,4920x1510,1610x1850'}"
RQ032823,"{'1.1-汽油-45-MT-两驱': '4370,4570,4470,4670x1510,1610x1850'}"
RQ032824,"{'1.1-汽油-45-MT-两驱': '4370,4570x1510,1610x1850'}"
RQ032825,{'1.1-汽油-38.5-MT-两驱': '4765x1528x2440'}
RQ032826,{'1.1-汽油-55-MT-两驱': '3993x1607x1908'}
RQ032827,"{'1.2-汽油-59-MT-两驱': '4430x1626x1930,2130'}"
RQ032828,"{'1.2-汽油-85-CVT-两驱': '4630,4620x1775x1480'}"
RQ032829,{'1.2-汽油-85-CVT-两驱': '4630x1775x1480'}
RQ032830,"{'1.2-汽油-62.5-MT-两驱': '4930,5090x1660x2035'}"
RQ032831,"{'1.1-汽油-60-MT-两驱': '3885,3920x1600x1860'}"
RQ032832,{'1.1-汽油-55-MT-两驱': '4356x1603x2357'}
RQ032833,"{'1.2-汽油-63-MT-两驱': '4940,5050x1680x2250,2550'}"
RQ032834,"{'1.2-汽油-63-MT-两驱': '5300,5400x1800x2760'}"
RQ032835,"{'1.2-汽油-63-MT-两驱': '5300,5400x1750x2760'}"
RQ032836,{'1.2-汽油-63.5-MT-两驱': '4440x1700x1783'}
RQ032837,{'1.2-汽油-63.5-MT-两驱': '4495x1636x1912'}
RQ032838,{'1.2-汽油-63.5-MT-两驱': '4030x1636x1907'}
RQ032839,{'1.2-汽油-60.5-MT-两驱': '4600x1610x2410'}
RQ032840,{'1.2-汽油-60.5-MT-两驱': '4550x1610x1875'}
RQ032841,"{'1.2-汽油-63-MT-两驱': '4745,4910x1650x2575'}"
RQ032842,{'1.2-汽油-60.5-MT-两驱': '4560x1610x1870'}
RQ032843,"{'1.2-汽油-63-MT-两驱': '3995,4035x1510x2000'}"
RQ032844,{'1.2-汽油-60.3-MT-两驱': '4135x1660x1870'}
RQ032845,{'1.2-汽油-63-MT-两驱': '4780x1635x2540'}
RQ032846,"{'1.2-汽油-62.5-MT-两驱': '4870,5030,5105x1728x2050'}"
RQ032847,{'1.2-汽油-65-MT-两驱': '4400x1680x1770'}
RQ032848,"{'1.2-汽油-63-MT-两驱': '4720,4950,5190x1695,1645x2420,2550,2160'}"
RQ032849,"{'1.2-汽油-63-MT-两驱': '4720,4950,5190x1695x2420,2550'}"
RQ032850,"{'1.2-汽油-63-MT-两驱': '4720,4950x1695x2420,2550'}"
RQ032851,"{'1.2-汽油-63-MT-两驱': '5256x1775x2470,2600'}"
RQ032852,"{'1.2--65-MT-两驱': '5200,4940x1625,1725x2460,2610'}"
RQ032853,"{'1.2-汽油-60.3-MT-两驱': '4530,4570x1665x2418'}"
RQ032854,{'1.2-汽油-60.3-MT-两驱': '4570x1665x2418'}
RQ032855,"{'1.2-汽油-62-MT-两驱': '4350x1730x1800,1825'}"
RQ032856,"{'1.2-汽油-65-MT-两驱': '4760x1655,1635x2450'}"
RQ032857,{'1.2-汽油-65-MT-两驱': '4760x1655x2450'}
RQ032858,"{'1.2-汽油-65-MT-两驱': '4180,4245x1635x1960'}"
RQ032859,{'1.2-汽油-65-MT-两驱': '4180x1635x1960'}
RQ032860,"{'1.2-汽油-65--': '4850,5435x1615x2450,2350,2250'}"
RQ032861,"{'1.2-汽油-65--': '4850x1615x2450,2350,2250'}"
RQ032862,"{'1.2-柴油-55-MT-两驱': '4645x1635x2455,2605'}"
RQ032863,"{'1.2-柴油-55-MT-两驱': '3905,4100x1635x1890,2100'}"
RQ032864,{'1.2-柴油-55-MT-两驱': '4270x1655x2175'}
